"icd_code","icd_version","long_title","category","matched_by","review_flag"
"F1414",10,"Cocaine abuse with cocaine-induced mood disorder","Other substance use / drug intoxication","title+code",FALSE
"F1415",10,"Cocaine abuse with cocaine-induced psychotic disorder","Other substance use / drug intoxication","title+code",FALSE
"F14150",10,"Cocaine abuse with cocaine-induced psychotic disorder with delusions","Other substance use / drug intoxication","title+code",FALSE
"F14151",10,"Cocaine abuse with cocaine-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","title+code",FALSE
"F14159",10,"Cocaine abuse with cocaine-induced psychotic disorder, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1418",10,"Cocaine abuse with other cocaine-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F14180",10,"Cocaine abuse with cocaine-induced anxiety disorder","Other substance use / drug intoxication","title+code",FALSE
"F14181",10,"Cocaine abuse with cocaine-induced sexual dysfunction","Other substance use / drug intoxication","title+code",FALSE
"F14182",10,"Cocaine abuse with cocaine-induced sleep disorder","Other substance use / drug intoxication","title+code",FALSE
"F14188",10,"Cocaine abuse with other cocaine-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F1419",10,"Cocaine abuse with unspecified cocaine-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F142",10,"Cocaine dependence","Other substance use / drug intoxication","title+code",FALSE
"F1420",10,"Cocaine dependence, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F1421",10,"Cocaine dependence, in remission","Other substance use / drug intoxication","title+code",FALSE
"F1422",10,"Cocaine dependence with intoxication","Other substance use / drug intoxication","title+code",FALSE
"F14220",10,"Cocaine dependence with intoxication, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F14221",10,"Cocaine dependence with intoxication delirium","Other substance use / drug intoxication","title+code",FALSE
"F14222",10,"Cocaine dependence with intoxication with perceptual disturbance","Other substance use / drug intoxication","title+code",FALSE
"F14229",10,"Cocaine dependence with intoxication, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1423",10,"Cocaine dependence with withdrawal","Other substance use / drug intoxication","title+code",FALSE
"F1424",10,"Cocaine dependence with cocaine-induced mood disorder","Other substance use / drug intoxication","title+code",FALSE
"F1425",10,"Cocaine dependence with cocaine-induced psychotic disorder","Other substance use / drug intoxication","title+code",FALSE
"F14250",10,"Cocaine dependence with cocaine-induced psychotic disorder with delusions","Other substance use / drug intoxication","title+code",FALSE
"F14251",10,"Cocaine dependence with cocaine-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","title+code",FALSE
"F14259",10,"Cocaine dependence with cocaine-induced psychotic disorder, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1428",10,"Cocaine dependence with other cocaine-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F14280",10,"Cocaine dependence with cocaine-induced anxiety disorder","Other substance use / drug intoxication","title+code",FALSE
"F14281",10,"Cocaine dependence with cocaine-induced sexual dysfunction","Other substance use / drug intoxication","title+code",FALSE
"F14282",10,"Cocaine dependence with cocaine-induced sleep disorder","Other substance use / drug intoxication","title+code",FALSE
"F14288",10,"Cocaine dependence with other cocaine-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F1429",10,"Cocaine dependence with unspecified cocaine-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F149",10,"Cocaine use, unspecified","Other substance use / drug intoxication","code",FALSE
"F1490",10,"Cocaine use, unspecified, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F1491",10,"Cocaine use, unspecified, in remission","Other substance use / drug intoxication","code",FALSE
"F1492",10,"Cocaine use, unspecified with intoxication","Other substance use / drug intoxication","title+code",FALSE
"F14920",10,"Cocaine use, unspecified with intoxication, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F14921",10,"Cocaine use, unspecified with intoxication delirium","Other substance use / drug intoxication","title+code",FALSE
"F14922",10,"Cocaine use, unspecified with intoxication with perceptual disturbance","Other substance use / drug intoxication","title+code",FALSE
"F14929",10,"Cocaine use, unspecified with intoxication, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1493",10,"Cocaine use, unspecified with withdrawal","Other substance use / drug intoxication","title+code",FALSE
"F1494",10,"Cocaine use, unspecified with cocaine-induced mood disorder","Other substance use / drug intoxication","code",FALSE
"F1495",10,"Cocaine use, unspecified with cocaine-induced psychotic disorder","Other substance use / drug intoxication","code",FALSE
"F14950",10,"Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions","Other substance use / drug intoxication","code",FALSE
"F14951",10,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","code",FALSE
"F14959",10,"Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified","Other substance use / drug intoxication","code",FALSE
"F1498",10,"Cocaine use, unspecified with other specified cocaine-induced disorder","Other substance use / drug intoxication","code",FALSE
"F14980",10,"Cocaine use, unspecified with cocaine-induced anxiety disorder","Other substance use / drug intoxication","code",FALSE
"F14981",10,"Cocaine use, unspecified with cocaine-induced sexual dysfunction","Other substance use / drug intoxication","code",FALSE
"F14982",10,"Cocaine use, unspecified with cocaine-induced sleep disorder","Other substance use / drug intoxication","code",FALSE
"F14988",10,"Cocaine use, unspecified with other cocaine-induced disorder","Other substance use / drug intoxication","code",FALSE
"F1499",10,"Cocaine use, unspecified with unspecified cocaine-induced disorder","Other substance use / drug intoxication","code",FALSE
"F15",10,"Other stimulant related disorders","Other substance use / drug intoxication","code",FALSE
"F151",10,"Other stimulant abuse","Other substance use / drug intoxication","code",FALSE
"F1510",10,"Other stimulant abuse, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F1511",10,"Other stimulant abuse, in remission","Other substance use / drug intoxication","code",FALSE
"F1512",10,"Other stimulant abuse with intoxication","Other substance use / drug intoxication","code",FALSE
"F15120",10,"Other stimulant abuse with intoxication, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F15121",10,"Other stimulant abuse with intoxication delirium","Other substance use / drug intoxication","code",FALSE
"F15122",10,"Other stimulant abuse with intoxication with perceptual disturbance","Other substance use / drug intoxication","code",FALSE
"F15129",10,"Other stimulant abuse with intoxication, unspecified","Other substance use / drug intoxication","code",FALSE
"F1513",10,"Other stimulant abuse with withdrawal","Other substance use / drug intoxication","code",FALSE
"F1514",10,"Other stimulant abuse with stimulant-induced mood disorder","Other substance use / drug intoxication","code",FALSE
"F1515",10,"Other stimulant abuse with stimulant-induced psychotic disorder","Other substance use / drug intoxication","code",FALSE
"F15150",10,"Other stimulant abuse with stimulant-induced psychotic disorder with delusions","Other substance use / drug intoxication","code",FALSE
"F15151",10,"Other stimulant abuse with stimulant-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","code",FALSE
"F15159",10,"Other stimulant abuse with stimulant-induced psychotic disorder, unspecified","Other substance use / drug intoxication","code",FALSE
"F1518",10,"Other stimulant abuse with other stimulant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F15180",10,"Other stimulant abuse with stimulant-induced anxiety disorder","Other substance use / drug intoxication","code",FALSE
"F15181",10,"Other stimulant abuse with stimulant-induced sexual dysfunction","Other substance use / drug intoxication","code",FALSE
"F15182",10,"Other stimulant abuse with stimulant-induced sleep disorder","Other substance use / drug intoxication","code",FALSE
"F15188",10,"Other stimulant abuse with other stimulant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F1519",10,"Other stimulant abuse with unspecified stimulant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F152",10,"Other stimulant dependence","Other substance use / drug intoxication","code",FALSE
"F1520",10,"Other stimulant dependence, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F1521",10,"Other stimulant dependence, in remission","Other substance use / drug intoxication","code",FALSE
"F1522",10,"Other stimulant dependence with intoxication","Other substance use / drug intoxication","code",FALSE
"F15220",10,"Other stimulant dependence with intoxication, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F15221",10,"Other stimulant dependence with intoxication delirium","Other substance use / drug intoxication","code",FALSE
"F15222",10,"Other stimulant dependence with intoxication with perceptual disturbance","Other substance use / drug intoxication","code",FALSE
"F15229",10,"Other stimulant dependence with intoxication, unspecified","Other substance use / drug intoxication","code",FALSE
"F1523",10,"Other stimulant dependence with withdrawal","Other substance use / drug intoxication","code",FALSE
"F1524",10,"Other stimulant dependence with stimulant-induced mood disorder","Other substance use / drug intoxication","code",FALSE
"F1525",10,"Other stimulant dependence with stimulant-induced psychotic disorder","Other substance use / drug intoxication","code",FALSE
"F15250",10,"Other stimulant dependence with stimulant-induced psychotic disorder with delusions","Other substance use / drug intoxication","code",FALSE
"F15251",10,"Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","code",FALSE
"F15259",10,"Other stimulant dependence with stimulant-induced psychotic disorder, unspecified","Other substance use / drug intoxication","code",FALSE
"F1528",10,"Other stimulant dependence with other stimulant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F15280",10,"Other stimulant dependence with stimulant-induced anxiety disorder","Other substance use / drug intoxication","code",FALSE
"F15281",10,"Other stimulant dependence with stimulant-induced sexual dysfunction","Other substance use / drug intoxication","code",FALSE
"F15282",10,"Other stimulant dependence with stimulant-induced sleep disorder","Other substance use / drug intoxication","code",FALSE
"F15288",10,"Other stimulant dependence with other stimulant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F1529",10,"Other stimulant dependence with unspecified stimulant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F159",10,"Other stimulant use, unspecified","Other substance use / drug intoxication","code",FALSE
"F1590",10,"Other stimulant use, unspecified, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F1591",10,"Other stimulant use, unspecified, in remission","Other substance use / drug intoxication","code",FALSE
"F1592",10,"Other stimulant use, unspecified with intoxication","Other substance use / drug intoxication","code",FALSE
"F15920",10,"Other stimulant use, unspecified with intoxication, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F15921",10,"Other stimulant use, unspecified with intoxication delirium","Other substance use / drug intoxication","code",FALSE
"F15922",10,"Other stimulant use, unspecified with intoxication with perceptual disturbance","Other substance use / drug intoxication","code",FALSE
"F15929",10,"Other stimulant use, unspecified with intoxication, unspecified","Other substance use / drug intoxication","code",FALSE
"F1593",10,"Other stimulant use, unspecified with withdrawal","Other substance use / drug intoxication","code",FALSE
"F1594",10,"Other stimulant use, unspecified with stimulant-induced mood disorder","Other substance use / drug intoxication","code",FALSE
"F1595",10,"Other stimulant use, unspecified with stimulant-induced psychotic disorder","Other substance use / drug intoxication","code",FALSE
"F15950",10,"Other stimulant use, unspecified with stimulant-induced psychotic disorder with delusions","Other substance use / drug intoxication","code",FALSE
"F15951",10,"Other stimulant use, unspecified with stimulant-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","code",FALSE
"F15959",10,"Other stimulant use, unspecified with stimulant-induced psychotic disorder, unspecified","Other substance use / drug intoxication","code",FALSE
"F1598",10,"Other stimulant use, unspecified with other stimulant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F15980",10,"Other stimulant use, unspecified with stimulant-induced anxiety disorder","Other substance use / drug intoxication","code",FALSE
"F15981",10,"Other stimulant use, unspecified with stimulant-induced sexual dysfunction","Other substance use / drug intoxication","code",FALSE
"F15982",10,"Other stimulant use, unspecified with stimulant-induced sleep disorder","Other substance use / drug intoxication","code",FALSE
"F15988",10,"Other stimulant use, unspecified with other stimulant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F1599",10,"Other stimulant use, unspecified with unspecified stimulant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F16",10,"Hallucinogen related disorders","Other substance use / drug intoxication","code",FALSE
"F161",10,"Hallucinogen abuse","Other substance use / drug intoxication","title+code",FALSE
"F1610",10,"Hallucinogen abuse, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F1611",10,"Hallucinogen abuse, in remission","Other substance use / drug intoxication","title+code",FALSE
"F1612",10,"Hallucinogen abuse with intoxication","Other substance use / drug intoxication","title+code",FALSE
"F16120",10,"Hallucinogen abuse with intoxication, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F16121",10,"Hallucinogen abuse with intoxication with delirium","Other substance use / drug intoxication","title+code",FALSE
"F16122",10,"Hallucinogen abuse with intoxication with perceptual disturbance","Other substance use / drug intoxication","title+code",FALSE
"F16129",10,"Hallucinogen abuse with intoxication, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1614",10,"Hallucinogen abuse with hallucinogen-induced mood disorder","Other substance use / drug intoxication","title+code",FALSE
"F1615",10,"Hallucinogen abuse with hallucinogen-induced psychotic disorder","Other substance use / drug intoxication","title+code",FALSE
"F16150",10,"Hallucinogen abuse with hallucinogen-induced psychotic disorder with delusions","Other substance use / drug intoxication","title+code",FALSE
"F16151",10,"Hallucinogen abuse with hallucinogen-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","title+code",FALSE
"F16159",10,"Hallucinogen abuse with hallucinogen-induced psychotic disorder, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1618",10,"Hallucinogen abuse with other hallucinogen-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F16180",10,"Hallucinogen abuse with hallucinogen-induced anxiety disorder","Other substance use / drug intoxication","title+code",FALSE
"F16183",10,"Hallucinogen abuse with hallucinogen persisting perception disorder (flashbacks)","Other substance use / drug intoxication","title+code",FALSE
"F16188",10,"Hallucinogen abuse with other hallucinogen-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F1619",10,"Hallucinogen abuse with unspecified hallucinogen-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F162",10,"Hallucinogen dependence","Other substance use / drug intoxication","title+code",FALSE
"F1620",10,"Hallucinogen dependence, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F1621",10,"Hallucinogen dependence, in remission","Other substance use / drug intoxication","title+code",FALSE
"F1622",10,"Hallucinogen dependence with intoxication","Other substance use / drug intoxication","title+code",FALSE
"F16220",10,"Hallucinogen dependence with intoxication, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F16221",10,"Hallucinogen dependence with intoxication with delirium","Other substance use / drug intoxication","title+code",FALSE
"F16229",10,"Hallucinogen dependence with intoxication, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1624",10,"Hallucinogen dependence with hallucinogen-induced mood disorder","Other substance use / drug intoxication","title+code",FALSE
"F1625",10,"Hallucinogen dependence with hallucinogen-induced psychotic disorder","Other substance use / drug intoxication","title+code",FALSE
"F16250",10,"Hallucinogen dependence with hallucinogen-induced psychotic disorder with delusions","Other substance use / drug intoxication","title+code",FALSE
"F16251",10,"Hallucinogen dependence with hallucinogen-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","title+code",FALSE
"F16259",10,"Hallucinogen dependence with hallucinogen-induced psychotic disorder, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1628",10,"Hallucinogen dependence with other hallucinogen-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F16280",10,"Hallucinogen dependence with hallucinogen-induced anxiety disorder","Other substance use / drug intoxication","title+code",FALSE
"F16283",10,"Hallucinogen dependence with hallucinogen persisting perception disorder (flashbacks)","Other substance use / drug intoxication","title+code",FALSE
"F16288",10,"Hallucinogen dependence with other hallucinogen-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F1629",10,"Hallucinogen dependence with unspecified hallucinogen-induced disorder","Other substance use / drug intoxication","title+code",FALSE
"F169",10,"Hallucinogen use, unspecified","Other substance use / drug intoxication","code",FALSE
"F1690",10,"Hallucinogen use, unspecified, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F1691",10,"Hallucinogen use, unspecified, in remission","Other substance use / drug intoxication","code",FALSE
"F1692",10,"Hallucinogen use, unspecified with intoxication","Other substance use / drug intoxication","title+code",FALSE
"F16920",10,"Hallucinogen use, unspecified with intoxication, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F16921",10,"Hallucinogen use, unspecified with intoxication with delirium","Other substance use / drug intoxication","title+code",FALSE
"F16929",10,"Hallucinogen use, unspecified with intoxication, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1694",10,"Hallucinogen use, unspecified with hallucinogen-induced mood disorder","Other substance use / drug intoxication","code",FALSE
"F1695",10,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder","Other substance use / drug intoxication","code",FALSE
"F16950",10,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with delusions","Other substance use / drug intoxication","code",FALSE
"F16951",10,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","code",FALSE
"F16959",10,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder, unspecified","Other substance use / drug intoxication","code",FALSE
"F1698",10,"Hallucinogen use, unspecified with other specified hallucinogen-induced disorder","Other substance use / drug intoxication","code",FALSE
"F16980",10,"Hallucinogen use, unspecified with hallucinogen-induced anxiety disorder","Other substance use / drug intoxication","code",FALSE
"F16983",10,"Hallucinogen use, unspecified with hallucinogen persisting perception disorder (flashbacks)","Other substance use / drug intoxication","code",FALSE
"F16988",10,"Hallucinogen use, unspecified with other hallucinogen-induced disorder","Other substance use / drug intoxication","code",FALSE
"F1699",10,"Hallucinogen use, unspecified with unspecified hallucinogen-induced disorder","Other substance use / drug intoxication","code",FALSE
"F17",10,"Nicotine dependence","Other substance use / drug intoxication","code",FALSE
"F172",10,"Nicotine dependence","Other substance use / drug intoxication","code",FALSE
"F1720",10,"Nicotine dependence, unspecified","Other substance use / drug intoxication","code",FALSE
"F17200",10,"Nicotine dependence, unspecified, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F17201",10,"Nicotine dependence, unspecified, in remission","Other substance use / drug intoxication","code",FALSE
"F17203",10,"Nicotine dependence unspecified, with withdrawal","Other substance use / drug intoxication","code",FALSE
"F17208",10,"Nicotine dependence, unspecified, with other nicotine-induced disorders","Other substance use / drug intoxication","code",FALSE
"F17209",10,"Nicotine dependence, unspecified, with unspecified nicotine-induced disorders","Other substance use / drug intoxication","code",FALSE
"F1721",10,"Nicotine dependence, cigarettes","Other substance use / drug intoxication","code",FALSE
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F17211",10,"Nicotine dependence, cigarettes, in remission","Other substance use / drug intoxication","code",FALSE
"F17213",10,"Nicotine dependence, cigarettes, with withdrawal","Other substance use / drug intoxication","code",FALSE
"F17218",10,"Nicotine dependence, cigarettes, with other nicotine-induced disorders","Other substance use / drug intoxication","code",FALSE
"F17219",10,"Nicotine dependence, cigarettes, with unspecified nicotine-induced disorders","Other substance use / drug intoxication","code",FALSE
"F1722",10,"Nicotine dependence, chewing tobacco","Other substance use / drug intoxication","code",FALSE
"F17220",10,"Nicotine dependence, chewing tobacco, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F17221",10,"Nicotine dependence, chewing tobacco, in remission","Other substance use / drug intoxication","code",FALSE
"F17223",10,"Nicotine dependence, chewing tobacco, with withdrawal","Other substance use / drug intoxication","code",FALSE
"F17228",10,"Nicotine dependence, chewing tobacco, with other nicotine-induced disorders","Other substance use / drug intoxication","code",FALSE
"F17229",10,"Nicotine dependence, chewing tobacco, with unspecified nicotine-induced disorders","Other substance use / drug intoxication","code",FALSE
"F1729",10,"Nicotine dependence, other tobacco product","Other substance use / drug intoxication","code",FALSE
"F17290",10,"Nicotine dependence, other tobacco product, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F17291",10,"Nicotine dependence, other tobacco product, in remission","Other substance use / drug intoxication","code",FALSE
"F17293",10,"Nicotine dependence, other tobacco product, with withdrawal","Other substance use / drug intoxication","code",FALSE
"F17298",10,"Nicotine dependence, other tobacco product, with other nicotine-induced disorders","Other substance use / drug intoxication","code",FALSE
"F17299",10,"Nicotine dependence, other tobacco product, with unspecified nicotine-induced disorders","Other substance use / drug intoxication","code",FALSE
"F18",10,"Inhalant related disorders","Other substance use / drug intoxication","code",FALSE
"F181",10,"Inhalant abuse","Other substance use / drug intoxication","code",FALSE
"F1810",10,"Inhalant abuse, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F1811",10,"Inhalant abuse, in remission","Other substance use / drug intoxication","code",FALSE
"F1812",10,"Inhalant abuse with intoxication","Other substance use / drug intoxication","code",FALSE
"F18120",10,"Inhalant abuse with intoxication, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F18121",10,"Inhalant abuse with intoxication delirium","Other substance use / drug intoxication","code",FALSE
"F18129",10,"Inhalant abuse with intoxication, unspecified","Other substance use / drug intoxication","code",FALSE
"F1814",10,"Inhalant abuse with inhalant-induced mood disorder","Other substance use / drug intoxication","code",FALSE
"F1815",10,"Inhalant abuse with inhalant-induced psychotic disorder","Other substance use / drug intoxication","code",FALSE
"F18150",10,"Inhalant abuse with inhalant-induced psychotic disorder with delusions","Other substance use / drug intoxication","code",FALSE
"F18151",10,"Inhalant abuse with inhalant-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","code",FALSE
"F18159",10,"Inhalant abuse with inhalant-induced psychotic disorder, unspecified","Other substance use / drug intoxication","code",FALSE
"F1817",10,"Inhalant abuse with inhalant-induced dementia","Other substance use / drug intoxication","code",FALSE
"F1818",10,"Inhalant abuse with other inhalant-induced disorders","Other substance use / drug intoxication","code",FALSE
"F18180",10,"Inhalant abuse with inhalant-induced anxiety disorder","Other substance use / drug intoxication","code",FALSE
"F18188",10,"Inhalant abuse with other inhalant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F1819",10,"Inhalant abuse with unspecified inhalant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F182",10,"Inhalant dependence","Other substance use / drug intoxication","code",FALSE
"F1820",10,"Inhalant dependence, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F1821",10,"Inhalant dependence, in remission","Other substance use / drug intoxication","code",FALSE
"F1822",10,"Inhalant dependence with intoxication","Other substance use / drug intoxication","code",FALSE
"F18220",10,"Inhalant dependence with intoxication, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F18221",10,"Inhalant dependence with intoxication delirium","Other substance use / drug intoxication","code",FALSE
"F18229",10,"Inhalant dependence with intoxication, unspecified","Other substance use / drug intoxication","code",FALSE
"F1824",10,"Inhalant dependence with inhalant-induced mood disorder","Other substance use / drug intoxication","code",FALSE
"F1825",10,"Inhalant dependence with inhalant-induced psychotic disorder","Other substance use / drug intoxication","code",FALSE
"F18250",10,"Inhalant dependence with inhalant-induced psychotic disorder with delusions","Other substance use / drug intoxication","code",FALSE
"F18251",10,"Inhalant dependence with inhalant-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","code",FALSE
"F18259",10,"Inhalant dependence with inhalant-induced psychotic disorder, unspecified","Other substance use / drug intoxication","code",FALSE
"F1827",10,"Inhalant dependence with inhalant-induced dementia","Other substance use / drug intoxication","code",FALSE
"F1828",10,"Inhalant dependence with other inhalant-induced disorders","Other substance use / drug intoxication","code",FALSE
"F18280",10,"Inhalant dependence with inhalant-induced anxiety disorder","Other substance use / drug intoxication","code",FALSE
"F18288",10,"Inhalant dependence with other inhalant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F1829",10,"Inhalant dependence with unspecified inhalant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F189",10,"Inhalant use, unspecified","Other substance use / drug intoxication","code",FALSE
"F1890",10,"Inhalant use, unspecified, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F1891",10,"Inhalant use, unspecified, in remission","Other substance use / drug intoxication","code",FALSE
"F1892",10,"Inhalant use, unspecified with intoxication","Other substance use / drug intoxication","code",FALSE
"F18920",10,"Inhalant use, unspecified with intoxication, uncomplicated","Other substance use / drug intoxication","code",FALSE
"F18921",10,"Inhalant use, unspecified with intoxication with delirium","Other substance use / drug intoxication","code",FALSE
"F18929",10,"Inhalant use, unspecified with intoxication, unspecified","Other substance use / drug intoxication","code",FALSE
"F1894",10,"Inhalant use, unspecified with inhalant-induced mood disorder","Other substance use / drug intoxication","code",FALSE
"F1895",10,"Inhalant use, unspecified with inhalant-induced psychotic disorder","Other substance use / drug intoxication","code",FALSE
"F18950",10,"Inhalant use, unspecified with inhalant-induced psychotic disorder with delusions","Other substance use / drug intoxication","code",FALSE
"F18951",10,"Inhalant use, unspecified with inhalant-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","code",FALSE
"F18959",10,"Inhalant use, unspecified with inhalant-induced psychotic disorder, unspecified","Other substance use / drug intoxication","code",FALSE
"F1897",10,"Inhalant use, unspecified with inhalant-induced persisting dementia","Other substance use / drug intoxication","code",FALSE
"F1898",10,"Inhalant use, unspecified with other inhalant-induced disorders","Other substance use / drug intoxication","code",FALSE
"F18980",10,"Inhalant use, unspecified with inhalant-induced anxiety disorder","Other substance use / drug intoxication","code",FALSE
"F18988",10,"Inhalant use, unspecified with other inhalant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F1899",10,"Inhalant use, unspecified with unspecified inhalant-induced disorder","Other substance use / drug intoxication","code",FALSE
"F19",10,"Other psychoactive substance related disorders","Other substance use / drug intoxication","code",FALSE
"F191",10,"Other psychoactive substance abuse","Other substance use / drug intoxication","title+code",FALSE
"F1910",10,"Other psychoactive substance abuse, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F1911",10,"Other psychoactive substance abuse, in remission","Other substance use / drug intoxication","title+code",FALSE
"F1912",10,"Other psychoactive substance abuse with intoxication","Other substance use / drug intoxication","title+code",FALSE
"F19120",10,"Other psychoactive substance abuse with intoxication, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F19121",10,"Other psychoactive substance abuse with intoxication delirium","Other substance use / drug intoxication","title+code",FALSE
"F19122",10,"Other psychoactive substance abuse with intoxication with perceptual disturbances","Other substance use / drug intoxication","title+code",FALSE
"F19129",10,"Other psychoactive substance abuse with intoxication, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1913",10,"Other psychoactive substance abuse with withdrawal","Other substance use / drug intoxication","title+code",FALSE
"F19130",10,"Other psychoactive substance abuse with withdrawal, uncomplicated","Other substance use / drug intoxication","title+code",FALSE
"F19131",10,"Other psychoactive substance abuse with withdrawal delirium","Other substance use / drug intoxication","title+code",FALSE
"F19132",10,"Other psychoactive substance abuse with withdrawal with perceptual disturbance","Other substance use / drug intoxication","title+code",FALSE
"F19139",10,"Other psychoactive substance abuse with withdrawal, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1914",10,"Other psychoactive substance abuse with psychoactive substance-induced mood disorder","Other substance use / drug intoxication","title+code",FALSE
"F1915",10,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder","Other substance use / drug intoxication","title+code",FALSE
"F19150",10,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with delusions","Other substance use / drug intoxication","title+code",FALSE
"F19151",10,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with hallucinations","Other substance use / drug intoxication","title+code",FALSE
"F19159",10,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder, unspecified","Other substance use / drug intoxication","title+code",FALSE
"F1916",10,"Other psychoactive substance abuse with psychoactive substance-induced persisting amnestic disorder","Other substance use / drug intoxication","title+code",FALSE
"F1917",10,"Other psychoactive substance abuse with psychoactive substance-induced persisting dementia","Other substance use / drug intoxication","title+code",FALSE
"F1918",10,"Other psychoactive substance abuse with other psychoactive substance-induced disorders","Other substance use / drug intoxication","title+code",FALSE
"F19180",10,"Other psychoactive substance abuse with psychoactive substance-induced anxiety disorder","Other substance use / drug intoxication","title+code",FALSE
"F19181",10,"Other psychoactive substance abuse with psychoactive substance-induced sexual dysfunction","Other substance use / drug intoxication","title+code",FALSE
"F19182",10,"Other psychoactive substance abuse with psychoactive substance-induced sleep disorder","Other substance use / drug intoxication","title+code",FALSE
