"icd_code","icd_version","long_title","n_categories","categories","any_review_flag"
"T42",10,"Poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs",3,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication | Status epilepticus / epilepsy / seizure",FALSE
"I69118",10,"Other symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69119",10,"Unspecified symptoms and signs involving cognitive functions following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I6912",10,"Speech and language deficits following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69120",10,"Aphasia following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69121",10,"Dysphasia following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69122",10,"Dysarthria following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69123",10,"Fluency disorder following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69128",10,"Other speech and language deficits following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I6913",10,"Monoplegia of upper limb following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69131",10,"Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69132",10,"Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69133",10,"Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69134",10,"Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69139",10,"Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6914",10,"Monoplegia of lower limb following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69141",10,"Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69142",10,"Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69143",10,"Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69144",10,"Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69149",10,"Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6915",10,"Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69151",10,"Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69152",10,"Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69153",10,"Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69154",10,"Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69159",10,"Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6916",10,"Other paralytic syndrome following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69161",10,"Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69162",10,"Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69163",10,"Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69164",10,"Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69165",10,"Other paralytic syndrome following nontraumatic intracerebral hemorrhage, bilateral",1,"Stroke / cerebrovascular disease",FALSE
"I69169",10,"Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6919",10,"Other sequelae of nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",TRUE
"I69190",10,"Apraxia following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69191",10,"Dysphagia following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69192",10,"Facial weakness following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69193",10,"Ataxia following nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69198",10,"Other sequelae of nontraumatic intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",TRUE
"I692",10,"Sequelae of other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",TRUE
"I6920",10,"Unspecified sequelae of other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",TRUE
"I6921",10,"Cognitive deficits following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69210",10,"Attention and concentration deficit following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69211",10,"Memory deficit following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69212",10,"Visuospatial deficit and spatial neglect following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69213",10,"Psychomotor deficit following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69214",10,"Frontal lobe and executive function deficit following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69215",10,"Cognitive social or emotional deficit following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69218",10,"Other symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69219",10,"Unspecified symptoms and signs involving cognitive functions following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I6922",10,"Speech and language deficits following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69220",10,"Aphasia following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69221",10,"Dysphasia following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69222",10,"Dysarthria following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69223",10,"Fluency disorder following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69228",10,"Other speech and language deficits following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I6923",10,"Monoplegia of upper limb following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69231",10,"Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69232",10,"Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69233",10,"Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69234",10,"Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69239",10,"Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6924",10,"Monoplegia of lower limb following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69241",10,"Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69242",10,"Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69243",10,"Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69244",10,"Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69249",10,"Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6925",10,"Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69251",10,"Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69252",10,"Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69253",10,"Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69254",10,"Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69259",10,"Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6926",10,"Other paralytic syndrome following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69261",10,"Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69262",10,"Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69263",10,"Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69264",10,"Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69265",10,"Other paralytic syndrome following other nontraumatic intracranial hemorrhage, bilateral",1,"Stroke / cerebrovascular disease",FALSE
"I69269",10,"Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6929",10,"Other sequelae of other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",TRUE
"I69290",10,"Apraxia following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69291",10,"Dysphagia following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69292",10,"Facial weakness following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69293",10,"Ataxia following other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"I69298",10,"Other sequelae of other nontraumatic intracranial hemorrhage",1,"Stroke / cerebrovascular disease",TRUE
"I693",10,"Sequelae of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"I6930",10,"Unspecified sequelae of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"I6931",10,"Cognitive deficits following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69310",10,"Attention and concentration deficit following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69311",10,"Memory deficit following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69312",10,"Visuospatial deficit and spatial neglect following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69313",10,"Psychomotor deficit following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69314",10,"Frontal lobe and executive function deficit following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69315",10,"Cognitive social or emotional deficit following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69318",10,"Other symptoms and signs involving cognitive functions following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69319",10,"Unspecified symptoms and signs involving cognitive functions following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I6932",10,"Speech and language deficits following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69320",10,"Aphasia following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69321",10,"Dysphasia following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69322",10,"Dysarthria following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69323",10,"Fluency disorder following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69328",10,"Other speech and language deficits following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I6933",10,"Monoplegia of upper limb following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69331",10,"Monoplegia of upper limb following cerebral infarction affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69332",10,"Monoplegia of upper limb following cerebral infarction affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69333",10,"Monoplegia of upper limb following cerebral infarction affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69334",10,"Monoplegia of upper limb following cerebral infarction affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69339",10,"Monoplegia of upper limb following cerebral infarction affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6934",10,"Monoplegia of lower limb following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69341",10,"Monoplegia of lower limb following cerebral infarction affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69342",10,"Monoplegia of lower limb following cerebral infarction affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69343",10,"Monoplegia of lower limb following cerebral infarction affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69344",10,"Monoplegia of lower limb following cerebral infarction affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69349",10,"Monoplegia of lower limb following cerebral infarction affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6935",10,"Hemiplegia and hemiparesis following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69351",10,"Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69352",10,"Hemiplegia and hemiparesis following cerebral infarction affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69353",10,"Hemiplegia and hemiparesis following cerebral infarction affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69354",10,"Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69359",10,"Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6936",10,"Other paralytic syndrome following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69361",10,"Other paralytic syndrome following cerebral infarction affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69362",10,"Other paralytic syndrome following cerebral infarction affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69363",10,"Other paralytic syndrome following cerebral infarction affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69364",10,"Other paralytic syndrome following cerebral infarction affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69365",10,"Other paralytic syndrome following cerebral infarction, bilateral",1,"Stroke / cerebrovascular disease",FALSE
"I69369",10,"Other paralytic syndrome following cerebral infarction affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6939",10,"Other sequelae of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"I69390",10,"Apraxia following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69391",10,"Dysphagia following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69392",10,"Facial weakness following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69393",10,"Ataxia following cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"I69398",10,"Other sequelae of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"I698",10,"Sequelae of other cerebrovascular diseases",1,"Stroke / cerebrovascular disease",TRUE
"I6980",10,"Unspecified sequelae of other cerebrovascular disease",1,"Stroke / cerebrovascular disease",TRUE
"I6981",10,"Cognitive deficits following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69810",10,"Attention and concentration deficit following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69811",10,"Memory deficit following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69812",10,"Visuospatial deficit and spatial neglect following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69813",10,"Psychomotor deficit following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69814",10,"Frontal lobe and executive function deficit following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69815",10,"Cognitive social or emotional deficit following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69818",10,"Other symptoms and signs involving cognitive functions following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69819",10,"Unspecified symptoms and signs involving cognitive functions following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I6982",10,"Speech and language deficits following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69820",10,"Aphasia following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69821",10,"Dysphasia following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69822",10,"Dysarthria following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69823",10,"Fluency disorder following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69828",10,"Other speech and language deficits following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I6983",10,"Monoplegia of upper limb following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69831",10,"Monoplegia of upper limb following other cerebrovascular disease affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69832",10,"Monoplegia of upper limb following other cerebrovascular disease affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69833",10,"Monoplegia of upper limb following other cerebrovascular disease affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69834",10,"Monoplegia of upper limb following other cerebrovascular disease affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69839",10,"Monoplegia of upper limb following other cerebrovascular disease affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6984",10,"Monoplegia of lower limb following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69841",10,"Monoplegia of lower limb following other cerebrovascular disease affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69842",10,"Monoplegia of lower limb following other cerebrovascular disease affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69843",10,"Monoplegia of lower limb following other cerebrovascular disease affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69844",10,"Monoplegia of lower limb following other cerebrovascular disease affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69849",10,"Monoplegia of lower limb following other cerebrovascular disease affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6985",10,"Hemiplegia and hemiparesis following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69851",10,"Hemiplegia and hemiparesis following other cerebrovascular disease affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69852",10,"Hemiplegia and hemiparesis following other cerebrovascular disease affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69853",10,"Hemiplegia and hemiparesis following other cerebrovascular disease affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69854",10,"Hemiplegia and hemiparesis following other cerebrovascular disease affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69859",10,"Hemiplegia and hemiparesis following other cerebrovascular disease affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6986",10,"Other paralytic syndrome following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69861",10,"Other paralytic syndrome following other cerebrovascular disease affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69862",10,"Other paralytic syndrome following other cerebrovascular disease affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69863",10,"Other paralytic syndrome following other cerebrovascular disease affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69864",10,"Other paralytic syndrome following other cerebrovascular disease affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69865",10,"Other paralytic syndrome following other cerebrovascular disease, bilateral",1,"Stroke / cerebrovascular disease",FALSE
"I69869",10,"Other paralytic syndrome following other cerebrovascular disease affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6989",10,"Other sequelae of other cerebrovascular disease",1,"Stroke / cerebrovascular disease",TRUE
"I69890",10,"Apraxia following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69891",10,"Dysphagia following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69892",10,"Facial weakness following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69893",10,"Ataxia following other cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69898",10,"Other sequelae of other cerebrovascular disease",1,"Stroke / cerebrovascular disease",TRUE
"I699",10,"Sequelae of unspecified cerebrovascular diseases",1,"Stroke / cerebrovascular disease",TRUE
"I6990",10,"Unspecified sequelae of unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",TRUE
"I6991",10,"Cognitive deficits following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69910",10,"Attention and concentration deficit following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69911",10,"Memory deficit following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69912",10,"Visuospatial deficit and spatial neglect following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69913",10,"Psychomotor deficit following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69914",10,"Frontal lobe and executive function deficit following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69915",10,"Cognitive social or emotional deficit following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69918",10,"Other symptoms and signs involving cognitive functions following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69919",10,"Unspecified symptoms and signs involving cognitive functions following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I6992",10,"Speech and language deficits following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69920",10,"Aphasia following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69921",10,"Dysphasia following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69922",10,"Dysarthria following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69923",10,"Fluency disorder following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69928",10,"Other speech and language deficits following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I6993",10,"Monoplegia of upper limb following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69931",10,"Monoplegia of upper limb following unspecified cerebrovascular disease affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69932",10,"Monoplegia of upper limb following unspecified cerebrovascular disease affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69933",10,"Monoplegia of upper limb following unspecified cerebrovascular disease affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69934",10,"Monoplegia of upper limb following unspecified cerebrovascular disease affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69939",10,"Monoplegia of upper limb following unspecified cerebrovascular disease affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6994",10,"Monoplegia of lower limb following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69941",10,"Monoplegia of lower limb following unspecified cerebrovascular disease affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69942",10,"Monoplegia of lower limb following unspecified cerebrovascular disease affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69943",10,"Monoplegia of lower limb following unspecified cerebrovascular disease affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69944",10,"Monoplegia of lower limb following unspecified cerebrovascular disease affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69949",10,"Monoplegia of lower limb following unspecified cerebrovascular disease affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6995",10,"Hemiplegia and hemiparesis following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69951",10,"Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69952",10,"Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69953",10,"Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69954",10,"Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69959",10,"Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6996",10,"Other paralytic syndrome following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69961",10,"Other paralytic syndrome following unspecified cerebrovascular disease affecting right dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69962",10,"Other paralytic syndrome following unspecified cerebrovascular disease affecting left dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69963",10,"Other paralytic syndrome following unspecified cerebrovascular disease affecting right non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69964",10,"Other paralytic syndrome following unspecified cerebrovascular disease affecting left non-dominant side",1,"Stroke / cerebrovascular disease",FALSE
"I69965",10,"Other paralytic syndrome following unspecified cerebrovascular disease, bilateral",1,"Stroke / cerebrovascular disease",FALSE
"I69969",10,"Other paralytic syndrome following unspecified cerebrovascular disease affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"I6999",10,"Other sequelae of unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",TRUE
"I69990",10,"Apraxia following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69991",10,"Dysphagia following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69992",10,"Facial weakness following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69993",10,"Ataxia following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"I69998",10,"Other sequelae following unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",TRUE
"I9781",10,"Intraoperative cerebrovascular infarction",1,"Stroke / cerebrovascular disease",FALSE
